CustomerID,Recency,Frequency,Monetary,AvgOrderValue,TotalQuantity,UniqueProducts,Tenure,ReturnCount,ReturnAmount,Churn
13767,18.0,28.0,9676.37,345.5846428571429,3933.0,50.0,283.0,12.0,158.0,1
17924,211.0,2.0,502.20000000000005,251.10000000000002,108.0,2.0,283.0,3.0,45.7,1
13448,128.0,4.0,1423.26,355.815,720.0,65.0,283.0,3.0,43.95,1
15862,21.0,3.0,659.73,219.91,499.0,98.0,283.0,0.0,0.0,1
15513,4.0,17.0,11352.14,667.7729411764706,4424.0,160.0,283.0,1.0,152.64000000000001,1
12791,283.0,1.0,192.60000000000002,192.60000000000002,97.0,2.0,283.0,0.0,0.0,0
16218,24.0,6.0,2635.48,439.24666666666667,1752.0,51.0,283.0,1.0,29.810000000000002,1
14045,18.0,4.0,1659.75,414.9375,535.0,4.0,283.0,0.0,0.0,0
14307,44.0,4.0,2307.89,576.9725,1711.0,119.0,283.0,0.0,0.0,1
17908,283.0,1.0,243.28,243.28,173.0,51.0,283.0,0.0,0.0,0
17920,14.0,9.0,2406.82,267.4244444444445,1570.0,229.0,283.0,0.0,0.0,1
12838,283.0,1.0,390.79,390.79,228.0,59.0,283.0,0.0,0.0,1
13255,283.0,1.0,225.7,225.7,110.0,6.0,283.0,0.0,0.0,1
16583,283.0,1.0,233.45,233.45,111.0,14.0,283.0,0.0,0.0,0
18085,239.0,2.0,689.95,344.975,265.0,25.0,283.0,0.0,0.0,0
13758,110.0,5.0,2351.52,470.304,1493.0,87.0,283.0,0.0,0.0,1
13694,16.0,39.0,45911.64,1177.2215384615386,48830.0,309.0,283.0,7.0,2104.64,1
15983,270.0,3.0,1148.27,382.75666666666666,700.0,57.0,283.0,0.0,0.0,1
14849,4.0,17.0,5784.53,340.2664705882353,4088.0,145.0,283.0,2.0,6.7,1
17968,283.0,1.0,277.35,277.35,160.0,74.0,283.0,0.0,0.0,0
16210,8.0,11.0,11248.960000000001,1022.6327272727274,4381.0,47.0,283.0,0.0,0.0,1
17897,82.0,3.0,566.6,188.86666666666667,229.0,100.0,283.0,1.0,25.5,0
17377,35.0,9.0,2045.38,227.26444444444445,1094.0,91.0,283.0,1.0,175.0,1
16552,152.0,2.0,379.73,189.865,219.0,17.0,283.0,0.0,0.0,0
17181,283.0,1.0,155.52,155.52,216.0,2.0,283.0,0.0,0.0,1
17951,267.0,2.0,409.50000000000006,204.75000000000003,220.0,9.0,283.0,1.0,17.700000000000003,1
14729,283.0,1.0,313.49,313.49,197.0,69.0,283.0,0.0,0.0,0
12748,0.0,132.0,14107.75,106.87689393939394,9264.0,1165.0,283.0,7.0,466.78,1
15012,283.0,1.0,191.06,191.06,86.0,46.0,283.0,0.0,0.0,1
12868,95.0,6.0,1607.0600000000002,267.84333333333336,928.0,72.0,283.0,0.0,0.0,0
17572,9.0,3.0,196.0,65.33333333333333,80.0,7.0,282.0,0.0,0.0,1
14078,11.0,6.0,1049.37,174.89499999999998,310.0,46.0,282.0,0.0,0.0,0
14001,142.0,2.0,1309.14,654.57,632.0,21.0,282.0,1.0,12.75,1
12662,16.0,7.0,2653.66,379.0942857142857,1400.0,96.0,282.0,1.0,32.699999999999996,1
15525,282.0,1.0,313.93,313.93,124.0,44.0,282.0,0.0,0.0,1
14237,282.0,1.0,161.0,161.0,38.0,9.0,282.0,0.0,0.0,0
17905,66.0,3.0,618.99,206.33,282.0,32.0,282.0,0.0,0.0,1
15485,245.0,2.0,1278.63,639.315,603.0,33.0,282.0,0.0,0.0,1
12433,0.0,3.0,6395.23,2131.7433333333333,5431.0,151.0,282.0,0.0,0.0,1
16955,94.0,4.0,518.67,129.6675,266.0,18.0,282.0,1.0,25.0,0
15350,282.0,1.0,115.65,115.65,51.0,5.0,282.0,0.0,0.0,0
15605,161.0,3.0,690.1800000000001,230.06000000000003,266.0,37.0,282.0,0.0,0.0,1
18144,19.0,9.0,2165.55,240.61666666666667,1064.0,24.0,282.0,0.0,0.0,1
15922,282.0,1.0,369.5,369.5,138.0,11.0,282.0,1.0,5.9,0
14594,282.0,1.0,255.0,255.0,146.0,31.0,282.0,0.0,0.0,1
15165,282.0,1.0,487.75,487.75,160.0,27.0,282.0,0.0,0.0,0
14911,2.0,112.0,81977.68000000001,731.9435714285715,43728.0,1230.0,282.0,26.0,9912.12,1
16456,8.0,5.0,2158.37,431.674,1148.0,80.0,282.0,0.0,0.0,0
17841,1.0,81.0,23501.86,290.14641975308643,12793.0,1053.0,282.0,31.0,405.01,1
12472,48.0,5.0,4927.6,985.5200000000001,3088.0,180.0,278.0,4.0,298.96999999999997,1
17346,12.0,8.0,1266.21,158.27625,960.0,170.0,282.0,0.0,0.0,1
17643,282.0,1.0,101.55,101.55,71.0,8.0,282.0,0.0,0.0,0
17873,93.0,4.0,1587.1200000000001,396.78000000000003,927.0,23.0,282.0,1.0,94.80000000000001,1
13093,185.0,8.0,7832.47,979.05875,3961.0,97.0,282.0,5.0,91.0,0
12921,7.0,24.0,10083.47,420.1445833333333,6051.0,173.0,282.0,11.0,148.15,1
13468,2.0,29.0,4739.02,163.4144827586207,2064.0,161.0,282.0,2.0,18.37,1
17760,282.0,1.0,172.54,172.54,165.0,9.0,282.0,0.0,0.0,1
16928,3.0,15.0,2403.55,160.23666666666668,1773.0,66.0,282.0,2.0,66.1,1
16048,282.0,2.0,256.44,128.22,144.0,8.0,282.0,0.0,0.0,0
16274,282.0,1.0,357.95,357.95,155.0,64.0,282.0,0.0,0.0,0
14496,221.0,2.0,538.8100000000001,269.40500000000003,159.0,16.0,282.0,0.0,0.0,0
14696,29.0,5.0,1458.54,291.70799999999997,1086.0,83.0,282.0,2.0,7.98,1
16539,129.0,3.0,1053.61,351.2033333333333,421.0,34.0,282.0,0.0,0.0,1
17025,282.0,2.0,160.97,80.485,139.0,5.0,282.0,0.0,0.0,1
13777,38.0,24.0,12360.24,515.01,5959.0,35.0,282.0,5.0,202.25,1
17690,11.0,11.0,3526.68,320.6072727272727,1254.0,144.0,282.0,0.0,0.0,1
12947,53.0,6.0,1603.99,267.33166666666665,1165.0,83.0,282.0,5.0,196.7,0
17460,3.0,6.0,622.4300000000001,103.73833333333334,236.0,18.0,282.0,1.0,9.95,0
18229,3.0,14.0,5212.06,372.29,1704.0,58.0,282.0,0.0,0.0,1
14142,282.0,1.0,311.81,311.81,313.0,22.0,282.0,0.0,0.0,0
17069,64.0,5.0,1495.79,299.158,712.0,68.0,282.0,3.0,37.14,1
13065,282.0,1.0,205.86,205.86,74.0,14.0,282.0,0.0,0.0,0
14606,3.0,71.0,9564.19,134.7069014084507,4880.0,718.0,282.0,27.0,421.04,1
16835,37.0,2.0,180.85,90.425,61.0,10.0,282.0,0.0,0.0,0
15235,127.0,12.0,2247.51,187.29250000000002,1324.0,132.0,282.0,0.0,0.0,0
13576,6.0,13.0,4840.9400000000005,372.38000000000005,1811.0,41.0,282.0,2.0,14.040000000000001,1
18011,282.0,1.0,102.78999999999999,102.78999999999999,71.0,28.0,282.0,0.0,0.0,0
13090,45.0,9.0,4912.02,545.7800000000001,1133.0,56.0,282.0,3.0,207.18,1
15694,85.0,9.0,3305.78,367.30888888888893,739.0,23.0,282.0,1.0,55.800000000000004,1
14741,22.0,4.0,864.96,216.24,558.0,25.0,282.0,0.0,0.0,1
13715,190.0,5.0,1079.34,215.868,563.0,89.0,282.0,3.0,25.4,0
14092,9.0,10.0,2745.42,274.54200000000003,1495.0,96.0,267.0,2.0,9.65,1
17732,282.0,1.0,303.97,303.97,93.0,18.0,282.0,0.0,0.0,0
12855,282.0,1.0,38.1,38.1,30.0,3.0,282.0,0.0,0.0,0
15752,2.0,6.0,2104.15,350.69166666666666,1675.0,207.0,282.0,1.0,8.45,1
17855,282.0,1.0,208.97,208.97,197.0,17.0,282.0,0.0,0.0,0
14047,109.0,3.0,635.92,211.97333333333333,210.0,15.0,282.0,2.0,18.6,1
17925,282.0,1.0,244.08,244.08,72.0,1.0,282.0,0.0,0.0,0
13941,81.0,3.0,2831.26,943.7533333333334,1382.0,20.0,282.0,2.0,200.55,1
17017,71.0,14.0,5431.28,387.9485714285714,4311.0,81.0,282.0,6.0,104.92999999999999,1
14135,14.0,10.0,3190.32,319.03200000000004,3364.0,82.0,282.0,0.0,0.0,1
13108,282.0,1.0,350.06,350.06,298.0,10.0,282.0,0.0,0.0,0
12471,16.0,19.0,11116.4,585.0736842105263,4352.0,108.0,274.0,15.0,798.8,1
15601,32.0,11.0,5585.46,507.7690909090909,4003.0,200.0,282.0,2.0,7.2,1
13418,8.0,15.0,4744.13,316.2753333333333,3168.0,191.0,282.0,3.0,251.7,1
14766,77.0,4.0,1531.32,382.83,984.0,85.0,275.0,2.0,50.3,1
15658,99.0,5.0,1024.1000000000001,204.82000000000002,242.0,40.0,282.0,3.0,65.2,0
14388,0.0,6.0,2277.77,379.62833333333333,1389.0,93.0,282.0,1.0,13.45,1
14901,11.0,5.0,822.12,164.424,409.0,50.0,282.0,1.0,6.3,1
18041,13.0,16.0,3084.13,192.758125,2777.0,227.0,282.0,1.0,22.25,1
15955,16.0,8.0,2463.65,307.95625,1103.0,68.0,282.0,1.0,9.95,1
15070,282.0,1.0,106.2,106.2,36.0,1.0,282.0,0.0,0.0,0
16244,121.0,2.0,1522.75,761.375,855.0,88.0,282.0,0.0,0.0,0
15111,282.0,1.0,288.5,288.5,106.0,16.0,282.0,0.0,0.0,1
14390,53.0,4.0,1592.66,398.165,740.0,95.0,282.0,2.0,22.15,1
16546,200.0,2.0,787.15,393.575,549.0,25.0,282.0,1.0,883.08,0
15260,9.0,7.0,1810.77,258.68142857142857,885.0,62.0,282.0,1.0,30.0,0
13305,2.0,8.0,1471.25,183.90625,935.0,37.0,282.0,0.0,0.0,1
14491,84.0,2.0,340.93,170.465,139.0,17.0,282.0,0.0,0.0,0
14060,17.0,14.0,4102.78,293.05571428571426,3770.0,67.0,282.0,0.0,0.0,1
15923,282.0,1.0,127.08,127.08,122.0,21.0,282.0,0.0,0.0,0
16752,282.0,1.0,207.5,207.5,54.0,9.0,282.0,0.0,0.0,0
17287,52.0,5.0,702.41,140.482,350.0,61.0,282.0,0.0,0.0,1
15363,282.0,1.0,326.0,326.0,144.0,16.0,282.0,1.0,7.95,0
12915,58.0,2.0,363.65,181.825,93.0,19.0,282.0,0.0,0.0,0
15544,29.0,7.0,2772.37,396.05285714285714,2212.0,95.0,282.0,1.0,1.65,1
15738,6.0,13.0,3853.4500000000003,296.4192307692308,2357.0,45.0,282.0,3.0,23.65,1
16042,17.0,2.0,460.28,230.14,272.0,26.0,241.0,2.0,49.9,1
17381,8.0,24.0,18261.65,760.9020833333334,22851.0,40.0,281.0,1.0,3.18,1
15827,23.0,13.0,1598.16,122.93538461538462,749.0,60.0,281.0,6.0,194.61,1
14180,0.0,22.0,4258.92,193.58727272727273,635.0,107.0,281.0,6.0,107.75,1
13117,31.0,7.0,841.77,120.25285714285714,703.0,57.0,281.0,0.0,0.0,1
16916,281.0,1.0,198.08,198.08,103.0,48.0,281.0,0.0,0.0,1
17964,281.0,1.0,261.76,261.76,195.0,35.0,281.0,0.0,0.0,1
14466,25.0,5.0,1580.45,316.09000000000003,597.0,28.0,281.0,0.0,0.0,1
17235,281.0,1.0,341.9,341.9,126.0,10.0,281.0,0.0,0.0,1
16510,281.0,1.0,248.1,248.1,92.0,13.0,281.0,0.0,0.0,0
17802,89.0,2.0,632.4200000000001,316.21000000000004,407.0,66.0,281.0,1.0,33.2,1
15107,220.0,6.0,319.5,53.25,170.0,12.0,281.0,2.0,71.84,0
17976,281.0,1.0,353.19,353.19,106.0,56.0,281.0,0.0,0.0,0
14449,156.0,2.0,401.3,200.65,336.0,98.0,281.0,0.0,0.0,1
15838,18.0,12.0,14153.5,1179.4583333333333,7998.0,51.0,277.0,2.0,292.32,1
16781,281.0,1.0,311.25,311.25,113.0,17.0,281.0,1.0,16.599999999999998,0
17547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.8,0
13491,57.0,9.0,1088.45,120.9388888888889,812.0,66.0,281.0,0.0,0.0,1
16186,12.0,9.0,2696.53,299.6144444444445,2242.0,67.0,281.0,1.0,15.0,1
17685,176.0,5.0,1512.72,302.544,888.0,39.0,281.0,0.0,0.0,1
17581,19.0,17.0,6522.29,383.66411764705884,3495.0,181.0,281.0,5.0,291.08,1
15732,121.0,2.0,294.12,147.06,215.0,13.0,281.0,0.0,0.0,0
13138,42.0,3.0,489.45,163.15,243.0,22.0,281.0,0.0,0.0,1
15823,281.0,1.0,15.0,15.0,1.0,1.0,281.0,1.0,855.76,0
17567,2.0,6.0,2925.45,487.575,1761.0,83.0,281.0,1.0,9.9,1
15061,37.0,37.0,36575.0,988.5135135135135,19193.0,59.0,281.0,6.0,246.0,1
16203,57.0,3.0,378.3,126.10000000000001,158.0,19.0,281.0,1.0,3.75,1
15640,31.0,11.0,8919.34,810.8490909090909,4895.0,193.0,281.0,2.0,82.32,1
15574,87.0,4.0,702.25,175.5625,349.0,131.0,281.0,0.0,0.0,0
16770,146.0,4.0,656.48,164.12,371.0,82.0,281.0,1.0,25.200000000000003,1
17838,201.0,3.0,1687.7,562.5666666666667,1040.0,64.0,281.0,0.0,0.0,1
17228,117.0,4.0,687.58,171.895,611.0,69.0,281.0,0.0,0.0,1
14829,93.0,3.0,531.63,177.21,364.0,33.0,281.0,2.0,52.9,1
17412,105.0,4.0,709.82,177.455,358.0,30.0,281.0,0.0,0.0,1
14031,35.0,13.0,9627.03,740.5407692307692,3588.0,101.0,281.0,3.0,1236.2199999999998,1
14775,47.0,2.0,701.46,350.73,802.0,39.0,281.0,0.0,0.0,1
12971,1.0,64.0,8165.320000000001,127.58312500000001,5916.0,80.0,281.0,3.0,259.65,1
15834,75.0,3.0,1791.82,597.2733333333333,681.0,176.0,186.0,2.0,148.85,1
17659,9.0,9.0,1653.03,183.67,821.0,68.0,281.0,1.0,30.599999999999998,1
15299,73.0,5.0,3035.01,607.0020000000001,2578.0,5.0,281.0,4.0,719.92,1
15646,67.0,3.0,447.64000000000004,149.21333333333334,394.0,35.0,281.0,1.0,22.5,0
13958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,102.45,0
14443,48.0,3.0,991.52,330.50666666666666,666.0,58.0,278.0,3.0,19.32,1
14156,2.0,42.0,98858.34,2353.77,48833.0,642.0,281.0,5.0,3827.4300000000003,1
16995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.25,0
13402,36.0,2.0,621.23,310.615,479.0,32.0,281.0,0.0,0.0,0
18168,85.0,6.0,1169.94,194.99,594.0,97.0,281.0,3.0,36.3,0
17757,23.0,20.0,3320.4500000000003,166.0225,1803.0,190.0,281.0,1.0,19.8,1
14625,105.0,2.0,899.63,449.815,335.0,51.0,270.0,3.0,51.15,0
13011,281.0,1.0,50.550000000000004,50.550000000000004,13.0,3.0,281.0,0.0,0.0,0
13798,2.0,42.0,29161.14,694.3128571428572,18304.0,95.0,281.0,5.0,692.3299999999999,1
15384,79.0,2.0,642.41,321.205,596.0,34.0,269.0,1.0,6.65,0
14264,64.0,2.0,333.97,166.985,70.0,15.0,155.0,1.0,14.5,0
13295,269.0,1.0,201.20000000000002,201.20000000000002,82.0,10.0,269.0,1.0,3.25,0
16754,281.0,1.0,2002.4,2002.4,4280.0,2.0,281.0,0.0,0.0,0
16634,132.0,2.0,217.9,108.95,82.0,9.0,281.0,0.0,0.0,0
18239,128.0,5.0,1561.6100000000001,312.322,795.0,80.0,281.0,0.0,0.0,0
14576,281.0,1.0,35.400000000000006,35.400000000000006,12.0,1.0,281.0,0.0,0.0,0
13145,1.0,3.0,499.72,166.57333333333335,121.0,5.0,281.0,0.0,0.0,1
14395,87.0,6.0,1966.22,327.7033333333333,972.0,114.0,281.0,1.0,9.95,1
14865,281.0,1.0,37.2,37.2,96.0,3.0,281.0,0.0,0.0,1
15093,26.0,5.0,4027.1,805.42,3279.0,51.0,281.0,3.0,186.87999999999997,1
12738,281.0,1.0,155.35,155.35,148.0,11.0,281.0,0.0,0.0,0
16150,38.0,3.0,1408.7,469.56666666666666,774.0,66.0,281.0,3.0,108.4,1
17552,281.0,2.0,298.52,149.26,144.0,13.0,281.0,0.0,0.0,1
14236,281.0,1.0,189.3,189.3,38.0,3.0,281.0,0.0,0.0,1
17961,33.0,31.0,1179.62,38.052258064516124,469.0,195.0,281.0,0.0,0.0,1
14573,89.0,9.0,1653.42,183.71333333333334,544.0,127.0,281.0,4.0,49.699999999999996,0
17135,199.0,2.0,500.55,250.275,420.0,19.0,281.0,0.0,0.0,1
17396,58.0,6.0,4801.8,800.3000000000001,1105.0,18.0,281.0,0.0,0.0,1
14213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1192.2,0
12967,267.0,2.0,1660.9,830.45,438.0,19.0,281.0,1.0,29.95,0
12686,281.0,1.0,89.14,89.14,107.0,7.0,281.0,0.0,0.0,0
14679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.55,0
15240,101.0,3.0,1045.38,348.46000000000004,755.0,30.0,221.0,2.0,21.0,1
18225,22.0,7.0,2730.78,390.1114285714286,1582.0,99.0,274.0,4.0,136.25,1
13370,281.0,1.0,754.87,754.87,343.0,39.0,281.0,1.0,33.55,0
16883,96.0,2.0,276.73,138.365,104.0,33.0,281.0,0.0,0.0,0
13520,47.0,5.0,2947.98,589.596,1312.0,40.0,281.0,2.0,136.6,1
12841,16.0,17.0,2851.44,167.73176470588237,1820.0,167.0,281.0,0.0,0.0,1
16905,146.0,3.0,853.93,284.6433333333333,267.0,44.0,281.0,1.0,16.95,1
12427,281.0,1.0,303.5,303.5,79.0,10.0,281.0,1.0,56.95,1
17967,281.0,1.0,123.07,123.07,80.0,41.0,281.0,0.0,0.0,0
16891,5.0,3.0,560.14,186.71333333333334,190.0,111.0,281.0,0.0,0.0,1
14589,281.0,1.0,39.75,39.75,5.0,3.0,281.0,0.0,0.0,0
14680,4.0,14.0,25422.56,1815.8971428571429,12116.0,70.0,281.0,5.0,199.7,1
17884,221.0,3.0,602.84,200.9466666666667,555.0,86.0,281.0,0.0,0.0,1
12557,67.0,4.0,9000.960000000001,2250.2400000000002,3464.0,15.0,281.0,0.0,0.0,1
14083,35.0,7.0,548.92,78.41714285714285,401.0,92.0,281.0,0.0,0.0,1
13013,2.0,9.0,3686.09,409.5655555555556,1758.0,137.0,281.0,2.0,23.95,1
14210,15.0,6.0,1905.8400000000001,317.64000000000004,760.0,66.0,281.0,1.0,4.95,0
16477,41.0,6.0,1999.26,333.21,1099.0,96.0,281.0,0.0,0.0,1
12600,22.0,8.0,1936.5600000000002,242.07000000000002,544.0,26.0,280.0,1.0,18.0,1
16013,8.0,35.0,23409.34,668.8382857142857,8878.0,27.0,280.0,6.0,3748.45,1
17949,2.0,33.0,48209.2,1460.8848484848484,20778.0,26.0,280.0,5.0,5213.38,1
12779,99.0,7.0,2999.41,428.4871428571428,1385.0,68.0,280.0,3.0,93.3,1
16926,280.0,1.0,230.25,230.25,35.0,14.0,280.0,0.0,0.0,0
17787,62.0,4.0,1865.19,466.2975,910.0,94.0,280.0,0.0,0.0,0
12682,10.0,20.0,8219.92,410.996,3531.0,149.0,280.0,0.0,0.0,1
14723,267.0,3.0,471.0,157.0,206.0,68.0,280.0,0.0,0.0,1
17954,32.0,10.0,1890.21,189.02100000000002,1835.0,269.0,280.0,4.0,37.349999999999994,1
17819,92.0,6.0,3468.47,578.0783333333333,991.0,36.0,280.0,1.0,43.8,1
12712,16.0,11.0,3913.08,355.73454545454547,943.0,54.0,280.0,3.0,129.5,1
15373,25.0,9.0,1686.9,187.43333333333334,354.0,65.0,280.0,1.0,202.79999999999998,1
16140,280.0,1.0,124.14,124.14,104.0,7.0,280.0,0.0,0.0,1
17198,274.0,2.0,521.66,260.83,242.0,73.0,280.0,0.0,0.0,1
17238,45.0,11.0,1959.92,178.17454545454547,909.0,212.0,280.0,0.0,0.0,1
12793,244.0,2.0,545.48,272.74,295.0,21.0,280.0,0.0,0.0,0
15769,11.0,19.0,41863.72,2203.3536842105264,22140.0,19.0,280.0,1.0,179.0,1
14396,280.0,1.0,110.35000000000001,110.35000000000001,39.0,34.0,280.0,0.0,0.0,1
14898,43.0,5.0,1011.3,202.26,864.0,60.0,280.0,2.0,75.2,1
12725,280.0,1.0,427.8,427.8,164.0,24.0,280.0,0.0,0.0,0
16725,211.0,7.0,781.02,111.57428571428571,294.0,110.0,280.0,1.0,5.95,0
12395,21.0,8.0,1899.57,237.44625,1629.0,65.0,280.0,2.0,17.8,1
16455,4.0,6.0,1323.3799999999999,220.5633333333333,756.0,48.0,280.0,0.0,0.0,1
13081,53.0,8.0,18870.12,2358.765,12713.0,424.0,280.0,5.0,304.15,1
15545,280.0,1.0,135.32999999999998,135.32999999999998,75.0,31.0,280.0,0.0,0.0,1
17243,2.0,16.0,4454.16,278.385,1533.0,127.0,279.0,4.0,48.3,1
15465,48.0,15.0,5992.129999999999,399.47533333333325,906.0,38.0,279.0,5.0,321.15,1
15708,48.0,6.0,2700.43,450.07166666666666,1037.0,103.0,279.0,4.0,34.519999999999996,1
13089,9.0,71.0,43324.49,610.2040845070422,23827.0,537.0,279.0,19.0,1407.5,1
16033,17.0,16.0,5878.3,367.39375,2155.0,367.0,279.0,7.0,88.79,1
13838,27.0,3.0,479.59,159.86333333333332,169.0,106.0,279.0,0.0,0.0,1
15351,279.0,1.0,274.67,274.67,129.0,49.0,279.0,1.0,13.389999999999999,1
18055,37.0,7.0,3672.86,524.6942857142857,1226.0,122.0,279.0,1.0,32.050000000000004,1
15038,97.0,4.0,517.45,129.3625,128.0,90.0,279.0,0.0,0.0,1
18109,0.0,18.0,4851.12,269.50666666666666,3408.0,114.0,279.0,5.0,127.65,1
13069,9.0,20.0,3874.7,193.73499999999999,5165.0,250.0,279.0,2.0,414.34000000000003,1
16241,5.0,10.0,1786.14,178.614,958.0,273.0,279.0,0.0,0.0,1
14800,19.0,9.0,3840.44,426.71555555555557,3165.0,209.0,279.0,3.0,99.25,1
16839,19.0,22.0,10869.28,494.0581818181818,5724.0,97.0,279.0,3.0,69.24,1
16168,4.0,18.0,2632.12,146.2288888888889,1392.0,42.0,279.0,0.0,0.0,1
16931,12.0,14.0,2918.8,208.4857142857143,1978.0,345.0,279.0,0.0,0.0,1
16814,18.0,16.0,5206.69,325.418125,2189.0,110.0,279.0,1.0,8.5,1
13269,19.0,8.0,2981.45,372.68125,2015.0,133.0,279.0,1.0,28.65,1
14813,279.0,2.0,155.43,77.715,67.0,25.0,279.0,0.0,0.0,0
12567,5.0,9.0,7849.98,872.2199999999999,3533.0,271.0,279.0,1.0,286.34000000000003,1
17062,223.0,4.0,538.37,134.5925,430.0,52.0,279.0,1.0,3.9,0
15332,275.0,4.0,1661.06,415.265,652.0,29.0,279.0,0.0,0.0,0
14810,13.0,10.0,1869.33,186.933,913.0,97.0,279.0,0.0,0.0,1
16353,1.0,14.0,3467.81,247.70071428571427,1260.0,46.0,279.0,0.0,0.0,1
18118,1.0,19.0,4241.69,223.24684210526314,2167.0,367.0,279.0,5.0,58.05,1
13831,48.0,4.0,1455.3899999999999,363.84749999999997,517.0,57.0,279.0,0.0,0.0,1
13506,225.0,2.0,458.52,229.26,324.0,26.0,279.0,1.0,5.7,0
17796,223.0,3.0,622.0,207.33333333333334,160.0,60.0,279.0,0.0,0.0,1
15716,55.0,4.0,1118.81,279.7025,744.0,101.0,279.0,0.0,0.0,0
18156,279.0,1.0,206.23000000000002,206.23000000000002,73.0,50.0,279.0,0.0,0.0,1
15221,275.0,1.0,403.25,403.25,43.0,5.0,275.0,1.0,289.15,0
16983,6.0,5.0,1190.3,238.06,732.0,87.0,279.0,1.0,11.049999999999999,1
17059,19.0,4.0,2250.1,562.525,1283.0,232.0,279.0,0.0,0.0,1
16327,108.0,4.0,2469.64,617.41,1618.0,119.0,279.0,0.0,0.0,1
17211,89.0,6.0,1464.89,244.14833333333334,793.0,106.0,279.0,1.0,17.55,1
17026,94.0,2.0,154.82999999999998,77.41499999999999,97.0,4.0,279.0,0.0,0.0,0
15570,51.0,9.0,2826.68,314.0755555555555,1139.0,184.0,278.0,1.0,55.55,1
15880,278.0,1.0,343.28000000000003,343.28000000000003,211.0,95.0,278.0,1.0,30.0,0
16718,278.0,1.0,623.75,623.75,413.0,41.0,278.0,0.0,0.0,0
15808,215.0,4.0,3734.9700000000003,933.7425000000001,1343.0,142.0,278.0,1.0,10.2,0
17858,25.0,9.0,3656.25,406.25,2398.0,65.0,278.0,0.0,0.0,1
16393,3.0,9.0,1765.27,196.14111111111112,1015.0,96.0,278.0,3.0,40.61,1
14161,125.0,3.0,1110.52,370.17333333333335,455.0,87.0,278.0,0.0,0.0,0
17863,54.0,4.0,1785.28,446.32,1617.0,60.0,278.0,0.0,0.0,1
16411,278.0,1.0,131.5,131.5,70.0,19.0,278.0,0.0,0.0,1
16402,174.0,2.0,299.6,149.8,149.0,55.0,278.0,0.0,0.0,0
15023,25.0,8.0,5110.32,638.79,2237.0,271.0,278.0,1.0,39.6,1
17402,11.0,8.0,1732.45,216.55625,420.0,29.0,278.0,0.0,0.0,1
15426,166.0,2.0,662.98,331.49,265.0,101.0,278.0,1.0,4.95,1
12647,35.0,9.0,2886.71,320.74555555555554,1040.0,64.0,278.0,1.0,52.9,1
15894,162.0,2.0,263.55,131.775,168.0,35.0,278.0,0.0,0.0,0
15867,22.0,12.0,2949.91,245.82583333333332,1487.0,253.0,278.0,0.0,0.0,1
14506,71.0,3.0,831.66,277.21999999999997,257.0,82.0,278.0,0.0,0.0,1
15555,13.0,10.0,2819.94,281.994,2440.0,260.0,278.0,2.0,30.82,1
13034,278.0,1.0,165.86,165.86,116.0,11.0,278.0,0.0,0.0,1
